File,Line,Code
"scripts/complete-system-audit.js",557,"console.log(`Security Issues: ${this.issues.security.length}`);"
"scripts/complete-system-audit.js",558,"console.log(`Missing APIs: ${this.issues.missingAPIs.length}`);"
"scripts/complete-system-audit.js",559,"console.log(`Placeholder Responses: ${this.issues.placeholders.length}`);"
"scripts/complete-system-audit.js",560,"console.log(`Performance Issues: ${this.issues.performance.length}`);"
"scripts/complete-system-audit.js",561,"console.log(`Incomplete Implementations: ${this.issues.shortcuts.length}`);"
"scripts/complete-system-audit.js",562,"console.log(`Warnings: ${this.issues.warnings.length}`);"
"scripts/complete-system-audit.js",563,"console.log(`Duplicate Routes: ${this.issues.duplicates.length}`);"
"scripts/complete-system-audit.js",573,"console.log('\n✅ Full report saved to audit-report.json');"
"scripts/setup-production-db.ts",12,"console.log('🔧 Validating Production MongoDB Configuration...\n');"
"scripts/setup-production-db.ts",38,"console.log('🔌 Testing MongoDB connection...');"
"scripts/setup-production-db.ts",40,"console.log('✅ MongoDB connection successful');"
"scripts/setup-production-db.ts",48,"console.log('✅ Production configuration validated successfully\n');"
"scripts/setup-production-db.ts",52,"console.log('🗂️  Setting up production indexes...\n');"
"scripts/setup-production-db.ts",83,"console.log(`✅ Index created on ${collection}:`, Object.keys(index));"
"scripts/setup-production-db.ts",87,"console.log(`⚠️  Index already exists on ${collection}:`, Object.keys(index));"
"scripts/setup-production-db.ts",94,"console.log('✅ Production indexes setup complete\n');"
"scripts/setup-production-db.ts",101,"console.log('👥 Setting up default tenant...\n');"
"scripts/setup-production-db.ts",120,"console.log('⚠️  Default organization already exists:', existing.name);"
"scripts/setup-production-db.ts",125,"console.log('✅ Default organization created:', orgId.toString());"
"scripts/setup-production-db.ts",128,"console.log(`📝 Add this to your .env.local: DEFAULT_TENANT_ID=${orgId.toString()}`);"
"scripts/setup-production-db.ts",136,"console.log('🚀 MongoDB Production Deployment Setup\n');"
"scripts/setup-production-db.ts",137,"console.log('=' .repeat(50));"
"scripts/setup-production-db.ts",144,"console.log('=' .repeat(50));"
"scripts/setup-production-db.ts",145,"console.log('✅ Production deployment setup complete!');"
"scripts/setup-production-db.ts",146,"console.log('\nNext steps:');"
"scripts/setup-production-db.ts",147,"console.log('1. Run: npm run verify:db:deploy');"
"scripts/setup-production-db.ts",148,"console.log('2. Run: npm run test:e2e:db');"
"scripts/setup-production-db.ts",149,"console.log('3. Deploy to production');"
"scripts/setup-production-db.ts",150,"console.log('4. Verify: GET /api/health/database');"
"scripts/seed-marketplace.js",75,"console.log('Connecting to MongoDB...');"
"scripts/seed-marketplace.js",77,"console.log('Connected to MongoDB');"
"scripts/seed-marketplace.js",80,"console.log('Clearing existing data...');"
"scripts/seed-marketplace.js",87,"console.log('Creating users...');"
"scripts/seed-marketplace.js",115,"console.log('Creating categories...');"
"scripts/seed-marketplace.js",126,"console.log('Creating vendors...');"
"scripts/seed-marketplace.js",141,"console.log('Creating products...');"
"scripts/seed-marketplace.js",293,"console.log('✅ Database seeded successfully!');"
"scripts/seed-marketplace.js",294,"console.log('\nTest credentials:');"
"scripts/seed-marketplace.js",295,"console.log('- Admin: admin@fixzit.co / password123');"
"scripts/seed-marketplace.js",296,"console.log('- Vendor: vendor@fixzit.co / password123');"
"scripts/seed-marketplace.js",297,"console.log('- Customer: customer@fixzit.co / password123');"
"scripts/seed-marketplace.js",303,"console.log('Disconnected from MongoDB');"
"scripts/seed-aqar-properties.ts",57,"console.log('Seeded Aqar sample properties');"
"scripts/create-project-text-index.js",15,"console.log('✓ Connected to MongoDB');"
"scripts/create-project-text-index.js",24,"console.log('⚠ Projects collection does not exist yet - will be created on first insert');"
"scripts/create-project-text-index.js",25,"console.log('✓ Index will be created automatically when collection is populated');"
"scripts/create-project-text-index.js",36,"console.log('✓ Text index already exists on projects collection');"
"scripts/create-project-text-index.js",47,"console.log('✓ Created text index on projects.name and projects.description');"
"scripts/create-project-text-index.js",52,"console.log('\nCurrent indexes on projects collection:');"
"scripts/create-project-text-index.js",54,"console.log(`  - ${idx.name}: ${JSON.stringify(idx.key)}`);"
"scripts/create-project-text-index.js",62,"console.log('\n✓ Connection closed');"
"scripts/verify-routes.ts",26,"console.log(""Discovered routes:"", unique);"
"scripts/verify-routes.ts",38,"console.log(`✅ ${res.status} ${url}`);"
"scripts/verify-routes.ts",49,"console.log(""All discovered routes OK ✅"");"
"scripts/test-auth-config.js",4,"console.log('\n=== PHASE 1.2: AUTHENTICATION CONFIG VERIFICATION ===\n');"
"scripts/test-auth-config.js",8,"console.log('[1/4] Checking JWT_SECRET...');"
"scripts/test-auth-config.js",11,"console.log('❌ JWT_SECRET not found');"
"scripts/test-auth-config.js",14,"console.log('✅ JWT_SECRET configured (********)');"
"scripts/test-auth-config.js",17,"console.log(`✅ JWT_SECRET length: ${jwtSecret.length} bytes (secure)`);"
"scripts/test-auth-config.js",21,"console.log('\n[2/4] Checking MONGODB_URI...');"
"scripts/test-auth-config.js",25,"console.log('✅ MONGODB_URI configured (Atlas)');"
"scripts/test-auth-config.js",28,"console.log('\n[3/4] Testing auth module...');"
"scripts/test-auth-config.js",32,"console.log('✅ Auth module loaded');"
"scripts/test-auth-config.js",34,"console.log('\n[4/4] Testing JWT operations...');"
"scripts/test-auth-config.js",36,"console.log('✅ Token generation successful');"
"scripts/test-auth-config.js",38,"if (decoded) console.log('✅ Token verification successful');"
"scripts/test-auth-config.js",40,"console.log('❌ Auth module failed:', e.message);"
"scripts/test-auth-config.js",44,"console.log('\n' + '='.repeat(60));"
"scripts/test-auth-config.js",46,"console.log('✅✅✅ PHASE 1.2 COMPLETE: AUTHENTICATION VERIFIED ✅✅✅\n');"
"scripts/test-auth-config.js",49,"console.log('❌ PHASE 1.2 INCOMPLETE\n');"
"scripts/fix-error-messages.js",20,"console.log(`\n🔍 Processing ${apiFiles.length} API route files...`);"
"scripts/fix-error-messages.js",39,"console.log(`  ✓ Fixed: ${file}`);"
"scripts/fix-error-messages.js",43,"console.log(`\n✅ Complete!`);"
"scripts/fix-error-messages.js",44,"console.log(`   Fixed ${fixed} files`);"
"scripts/fix-error-messages.js",45,"console.log(`   Total checked: ${apiFiles.length}`);"
"scripts/fix-error-messages.js",48,"console.log(`\n📝 Files modified:`);"
"scripts/fix-error-messages.js",49,"filesChanged.forEach(f => console.log(`   - ${f}`));"
"scripts/universal-verification.js",12,"console.log('❌ AUTH FAILED - Backend not running?');"
"scripts/universal-verification.js",18,"console.log(`\n🔍 VERIFYING ${phase} IMPLEMENTATION...\n`);"
"scripts/universal-verification.js",84,"console.log(`${test.name}: ${result}`);"
"scripts/universal-verification.js",88,"console.log(`${test.name}: ❌ ERROR/NOT IMPLEMENTED`);"
"scripts/universal-verification.js",94,"console.log(`\n📊 ${phase.toUpperCase()} REAL COMPLETION: ${percentage}%\n`);"
"scripts/universal-verification.js",105,"console.log('❌ PHASE 1 INCOMPLETE - FIX THIS FIRST!');"
"scripts/universal-verification.js",106,"console.log('SEARCH FOR: ""workOrderSchema"", ""generateZATCAQR"", ""RFQSchema""');"
"scripts/universal-verification.js",108,"console.log('✅ Phase 1 Complete');"
"scripts/universal-verification.js",109,"console.log('🔧 Working on Phase 2 - Mobile Apps');"
"scripts/deploy-db-verify.ts",30,"console.log(`🧪 Testing: ${testName}...`);"
"scripts/deploy-db-verify.ts",41,"console.log(`✅ ${testName} - ${duration}ms`);"
"scripts/deploy-db-verify.ts",51,"console.log(`❌ ${testName} - Failed in ${duration}ms: ${error}`);"
"scripts/deploy-db-verify.ts",241,"console.log('\n' + '='.repeat(60));"
"scripts/deploy-db-verify.ts",242,"console.log('📊 DATABASE DEPLOYMENT VERIFICATION REPORT');"
"scripts/deploy-db-verify.ts",243,"console.log('='.repeat(60));"
"scripts/deploy-db-verify.ts",250,"console.log(`\n📈 Summary:`);"
"scripts/deploy-db-verify.ts",251,"console.log(`   Total Tests: ${totalTests}`);"
"scripts/deploy-db-verify.ts",252,"console.log(`   Passed: ${passedTests} ✅`);"
"scripts/deploy-db-verify.ts",253,"console.log(`   Failed: ${failedTests} ${failedTests > 0 ? '❌' : '✅'}`);"
"scripts/deploy-db-verify.ts",254,"console.log(`   Success Rate: ${Math.round((passedTests / totalTests) * 100)}%`);"
"scripts/deploy-db-verify.ts",255,"console.log(`   Total Time: ${totalTime}ms`);"
"scripts/deploy-db-verify.ts",258,"console.log(`\n❌ Failed Tests:`);"
"scripts/deploy-db-verify.ts",260,"console.log(`   • ${result.test}: ${result.error}`);"
"scripts/deploy-db-verify.ts",264,"console.log(`\n✅ Passed Tests:`);"
"scripts/deploy-db-verify.ts",266,"console.log(`   • ${result.test} (${result.duration}ms)`);"
"scripts/deploy-db-verify.ts",269,"console.log('\n' + '='.repeat(60));"
"scripts/deploy-db-verify.ts",273,"console.log('❌ DEPLOYMENT VERIFICATION FAILED');"
"scripts/deploy-db-verify.ts",276,"console.log('✅ DEPLOYMENT VERIFICATION PASSED');"
"scripts/deploy-db-verify.ts",282,"console.log('🚀 Starting Database Deployment Verification...\n');"
"scripts/deploy-db-verify.ts",297,"console.log('Warning: Error during disconnect:', error);"
"scripts/fix-routes.js",55,"console.log(`✅ Created ${routeFile}`);"
"scripts/fix-routes.js",59,"console.log('✅ All routes fixed');"
"scripts/security-migration.js",17,"success: (msg) => console.log(`${colors.green}✅ ${msg}${colors.reset}`),"
"scripts/security-migration.js",18,"warning: (msg) => console.log(`${colors.yellow}⚠️  ${msg}${colors.reset}`),"
"scripts/security-migration.js",19,"error: (msg) => console.log(`${colors.red}❌ ${msg}${colors.reset}`),"
"scripts/security-migration.js",20,"info: (msg) => console.log(`${colors.cyan}ℹ️  ${msg}${colors.reset}`),"
"scripts/security-migration.js",21,"header: (msg) => console.log(`\n${colors.bright}${colors.cyan}${'='.repeat(50)}\n${msg}\n${'='.repeat(50)}${colors.reset}\n`)"
"scripts/security-migration.js",130,"// Remove console.log, console.error, console.warn statements"
"scripts/security-migration.js",130,"// Remove console.log, console.error, console.warn statements"
"scripts/security-migration.js",358,"// Replace console.log with logger"
"scripts/auto-enhance-routes.js",130,"console.log(`\n🔧 Enhancing: ${filePath}`);"
"scripts/auto-enhance-routes.js",133,"console.log(`❌ File not found: ${filePath}`);"
"scripts/auto-enhance-routes.js",141,"console.log(`✅ Already enhanced, skipping`);"
"scripts/auto-enhance-routes.js",151,"console.log(`⚠️  Imports added, needs manual OpenAPI docs and rate limiting logic`);"
"scripts/auto-enhance-routes.js",152,"console.log(`   Please review and add:`);"
"scripts/auto-enhance-routes.js",153,"console.log(`   1. Rate limiting at start of handler`);"
"scripts/auto-enhance-routes.js",154,"console.log(`   2. OpenAPI documentation above handler`);"
"scripts/auto-enhance-routes.js",155,"console.log(`   3. Replace NextResponse.json with createSecureResponse`);"
"scripts/auto-enhance-routes.js",156,"console.log(`   4. Replace manual errors with standardized handlers`);"
"scripts/auto-enhance-routes.js",168,"console.log('❌ Usage: node scripts/auto-enhance-routes.js <route-file>');"
"scripts/auto-enhance-routes.js",169,"console.log('   Example: node scripts/auto-enhance-routes.js app/api/work-orders/route.ts');"
"scripts/ui/ui_freeze_check.ts",1,"console.log('OK');"
"scripts/property-owner-verification.js",21,"console.log('❌ AUTH FAILED - Backend not running?');"
"scripts/property-owner-verification.js",27,"console.log('\n' + colors.blue + '=' .repeat(80) + colors.reset);"
"scripts/property-owner-verification.js",28,"console.log(colors.blue + '🏢 PROPERTY OWNER & SUBSCRIPTION SYSTEM VERIFICATION' + colors.reset);"
"scripts/property-owner-verification.js",29,"console.log(colors.blue + '=' .repeat(80) + colors.reset + '\n');"
"scripts/property-owner-verification.js",33,"console.log('❌ Cannot proceed without authentication');"
"scripts/property-owner-verification.js",50,"console.log(colors.yellow + '\n1️⃣ PROPERTY OWNER ROLE FEATURES' + colors.reset);"
"scripts/property-owner-verification.js",51,"console.log('-'.repeat(60));"
"scripts/property-owner-verification.js",95,"console.log(`  ${status} ${test.name}`);"
"scripts/property-owner-verification.js",98,"console.log(`  ${colors.red}❌ ERROR${colors.reset} ${test.name}: ${e.message}`);"
"scripts/property-owner-verification.js",106,"console.log(colors.yellow + '\n2️⃣ DEPUTY SYSTEM' + colors.reset);"
"scripts/property-owner-verification.js",107,"console.log('-'.repeat(60));"
"scripts/property-owner-verification.js",142,"console.log(`  ${status} ${test.name}`);"
"scripts/property-owner-verification.js",145,"console.log(`  ${colors.red}❌ ERROR${colors.reset} ${test.name}`);"
"scripts/property-owner-verification.js",153,"console.log(colors.yellow + '\n3️⃣ CORPORATE SUBSCRIPTION SYSTEM' + colors.reset);"
"scripts/property-owner-verification.js",154,"console.log('-'.repeat(60));"
"scripts/property-owner-verification.js",205,"console.log(`  ${status} ${test.name}`);"
"scripts/property-owner-verification.js",208,"console.log(`  ${colors.red}❌ ERROR${colors.reset} ${test.name}`);"
"scripts/property-owner-verification.js",216,"console.log(colors.yellow + '\n4️⃣ DELEGATION OF AUTHORITY (DoA) SYSTEM' + colors.reset);"
"scripts/property-owner-verification.js",217,"console.log('-'.repeat(60));"
"scripts/property-owner-verification.js",267,"console.log(`  ${status} ${test.name}`);"
"scripts/property-owner-verification.js",270,"console.log(`  ${colors.red}❌ ERROR${colors.reset} ${test.name}`);"
"scripts/property-owner-verification.js",278,"console.log(colors.yellow + '\n5️⃣ PROPERTY REVENUE TRACKING' + colors.reset);"
"scripts/property-owner-verification.js",279,"console.log('-'.repeat(60));"
"scripts/property-owner-verification.js",316,"console.log(`  ${status} ${test.name}`);"
"scripts/property-owner-verification.js",319,"console.log(`  ${colors.red}❌ ERROR${colors.reset} ${test.name}`);"
"scripts/property-owner-verification.js",327,"console.log('\n' + colors.blue + '=' .repeat(80) + colors.reset);"
"scripts/property-owner-verification.js",328,"console.log(colors.blue + '📊 VERIFICATION SUMMARY' + colors.reset);"
"scripts/property-owner-verification.js",329,"console.log(colors.blue + '=' .repeat(80) + colors.reset + '\n');"
"scripts/property-owner-verification.js",342,"console.log(`  ${icon} ${category.toUpperCase()}: ${passed}/${tests.length} (${percentage}%)`);"
"scripts/property-owner-verification.js",347,"console.log('\n' + colors.yellow + '📈 OVERALL CRITICAL FEATURES:' + colors.reset);"
"scripts/property-owner-verification.js",348,"console.log(`  Total Tests: ${totalTests}`);"
"scripts/property-owner-verification.js",349,"console.log(`  Passed: ${totalPassed} (${overallPercentage}%)`);"
"scripts/property-owner-verification.js",350,"console.log(`  Failed: ${totalTests - totalPassed}`);"
"scripts/property-owner-verification.js",353,"console.log('\n' + colors.red + '❌ CRITICAL SYSTEMS ARE MISSING!' + colors.reset);"
"scripts/property-owner-verification.js",354,"console.log('The system is NOT ready without:');"
"scripts/property-owner-verification.js",355,"console.log('  - Property Owner dashboard and approval system');"
"scripts/property-owner-verification.js",356,"console.log('  - Deputy management for delegation');"
"scripts/property-owner-verification.js",357,"console.log('  - Corporate subscription/billing for SaaS model');"
"scripts/property-owner-verification.js",358,"console.log('  - DoA approval workflows');"
"scripts/property-owner-verification.js",359,"console.log('  - Revenue tracking for property owners');"
"scripts/property-owner-verification.js",360,"console.log('\n' + colors.yellow + 'ACTION REQUIRED:' + colors.reset);"
"scripts/property-owner-verification.js",361,"console.log('Search chat history for: ""property owner"", ""deputy"", ""subscription"", ""DoA"", ""revenue""');"
"scripts/property-owner-verification.js",364,"console.log('\n' + colors.blue + '=' .repeat(80) + colors.reset + '\n');"
"scripts/fixzit-unified-audit-system.js",224,"console.log('✅ Syncing FM RFQs to Souq marketplace...');"
"scripts/fixzit-unified-audit-system.js",229,"console.log('✅ Creating FM Work Orders from Souq service orders...');"
"scripts/fixzit-unified-audit-system.js",234,"console.log('✅ Syncing properties to Aqar listings...');"
"scripts/fixzit-unified-audit-system.js",239,"console.log('✅ Converting Aqar maintenance requests to FM tickets...');"
"scripts/fixzit-unified-audit-system.js",244,"console.log('✅ Sourcing services for Aqar listings from Souq...');"
"scripts/fixzit-unified-audit-system.js",267,"console.log('🔍 Starting COMPLETE FIXZIT ECOSYSTEM AUDIT...\n');"
"scripts/fixzit-unified-audit-system.js",294,"console.log('📊 Auditing Facility Management Platform...');"
"scripts/fixzit-unified-audit-system.js",324,"console.log('🛒 Auditing Fixzit Souq Platform...');"
"scripts/fixzit-unified-audit-system.js",354,"console.log('🏠 Auditing Aqar Souq Platform...');"
"scripts/fixzit-unified-audit-system.js",386,"console.log('🌉 Auditing Cross-Platform Bridges...');"
"scripts/fixzit-unified-audit-system.js",408,"console.log('👥 Auditing Role Matrix (14 Roles)...');"
"scripts/fixzit-unified-audit-system.js",432,"console.log('⚙️ Auditing Technical Requirements...');"
"scripts/fixzit-unified-audit-system.js",452,"console.log('💾 Auditing Database...');"
"scripts/fixzit-unified-audit-system.js",465,"console.log('🎨 Auditing UI/UX Requirements...');"
"scripts/fixzit-unified-audit-system.js",479,"console.log('🔄 Auditing Critical Workflows...');"
"scripts/fixzit-unified-audit-system.js",489,"console.log('📋 Auditing Compliance...');"
"scripts/fixzit-unified-audit-system.js",646,"console.log('\n==================================================');"
"scripts/fixzit-unified-audit-system.js",647,"console.log('🎯 FIXZIT ECOSYSTEM AUDIT RESULTS');"
"scripts/fixzit-unified-audit-system.js",648,"console.log('==================================================');"
"scripts/fixzit-unified-audit-system.js",650,"console.log('\n📊 PLATFORM SCORES:');"
"scripts/fixzit-unified-audit-system.js",651,"console.log(`   FM (Facility Management): ${results.score.breakdown.fm}%`);"
"scripts/fixzit-unified-audit-system.js",652,"console.log(`   SOUQ (Marketplace): ${results.score.breakdown.souq}%`);"
"scripts/fixzit-unified-audit-system.js",653,"console.log(`   AQAR (Real Estate): ${results.score.breakdown.aqar}%`);"
"scripts/fixzit-unified-audit-system.js",655,"console.log('\n🌉 CROSS-PLATFORM BRIDGES:');"
"scripts/fixzit-unified-audit-system.js",656,"console.log(`   Connected: ${results.bridges.connectedBridges}/${results.bridges.totalBridges}`);"
"scripts/fixzit-unified-audit-system.js",658,"console.log('\n👥 ROLE MATRIX:');"
"scripts/fixzit-unified-audit-system.js",659,"console.log(`   Configured: ${results.roles.rolesConfigured}/${results.roles.totalRoles} roles`);"
"scripts/fixzit-unified-audit-system.js",661,"console.log('\n⚡ PERFORMANCE:');"
"scripts/fixzit-unified-audit-system.js",662,"console.log(`   Load Time: ${results.technical.performance.loadTime}ms`);"
"scripts/fixzit-unified-audit-system.js",663,"console.log(`   API Latency: ${results.technical.performance.apiLatency}ms`);"
"scripts/fixzit-unified-audit-system.js",664,"console.log(`   DB Performance: ${results.technical.performance.dbQueries}ms`);"
"scripts/fixzit-unified-audit-system.js",666,"console.log('\n🎨 UI/UX COMPLIANCE:');"
"scripts/fixzit-unified-audit-system.js",667,"console.log(`   Color Scheme: ✅ Fixzit Brand Colors`);"
"scripts/fixzit-unified-audit-system.js",668,"console.log(`   Landing Page: ✅ 3-Button Layout`);"
"scripts/fixzit-unified-audit-system.js",669,"console.log(`   RTL Support: ✅ Arabic Ready`);"
"scripts/fixzit-unified-audit-system.js",671,"console.log('\n📋 COMPLIANCE STATUS:');"
"scripts/fixzit-unified-audit-system.js",672,"console.log(`   ZATCA: ✅ ${results.compliance.zatca.status}`);"
"scripts/fixzit-unified-audit-system.js",673,"console.log(`   GDPR: ✅ ${results.compliance.gdpr.status}`);"
"scripts/fixzit-unified-audit-system.js",675,"console.log(`\n🏆 OVERALL SCORE: ${results.score.overall}%`);"
"scripts/fixzit-unified-audit-system.js",676,"console.log('==================================================\n');"
"scripts/fixzit-unified-audit-system.js",688,"console.log('✅ Audit completed successfully!');"
"scripts/fixzit-unified-audit-system.js",689,"console.log(`📊 Full results available in audit object`);"
"scripts/kb-change-stream.ts",15,"console.log('KB Change Stream watcher started…');"
"scripts/kb-change-stream.ts",49,"console.log(`Upserted embeddings for ${articleId} (chunks=${ops.length})`);"
"scripts/scanner.js",64,"console.log(`${colors.cyan}${colors.bold}"
"scripts/scanner.js",70,"console.log(`${colors.blue}Starting comprehensive scan...${colors.reset}\n`);"
"scripts/scanner.js",175,"console.log(`${colors.yellow}📁 Scanning file system...${colors.reset}`);"
"scripts/scanner.js",202,"console.log(`  ✓ Scanned ${config.stats.filesScanned} files\n`);"
"scripts/scanner.js",207,"console.log(`${colors.yellow}🔒 Scanning security vulnerabilities...${colors.reset}`);"
"scripts/scanner.js",249,"console.log(`  ✓ Security scan complete\n`);"
"scripts/scanner.js",254,"console.log(`${colors.yellow}🛣️  Scanning route configuration...${colors.reset}`);"
"scripts/scanner.js",289,"console.log(`  ✓ Route scan complete\n`);"
"scripts/scanner.js",294,"console.log(`${colors.yellow}🗄️  Scanning database issues...${colors.reset}`);"
"scripts/scanner.js",326,"console.log(`  ✓ Database scan complete\n`);"
"scripts/scanner.js",331,"console.log(`${colors.yellow}🔌 Scanning API & integrations...${colors.reset}`);"
"scripts/scanner.js",364,"console.log(`  ✓ API scan complete\n`);"
"scripts/scanner.js",369,"console.log(`${colors.yellow}🚀 Scanning performance issues...${colors.reset}`);"
"scripts/scanner.js",400,"console.log(`  ✓ Performance scan complete\n`);"
"scripts/scanner.js",405,"console.log(`${colors.yellow}📝 Scanning TypeScript/JavaScript errors...${colors.reset}`);"
"scripts/scanner.js",438,"console.log(`  ✓ TypeScript scan complete\n`);"
"scripts/scanner.js",443,"console.log(`${colors.yellow}📦 Scanning dependencies...${colors.reset}`);"
"scripts/scanner.js",475,"console.log(`  ✓ Dependencies scan complete\n`);"
"scripts/scanner.js",480,"console.log(`${colors.yellow}🏢 Scanning multi-tenant issues...${colors.reset}`);"
"scripts/scanner.js",508,"console.log(`  ✓ Multi-tenant scan complete\n`);"
"scripts/scanner.js",513,"console.log(`${colors.yellow}🌍 Scanning localization & RTL issues...${colors.reset}`);"
"scripts/scanner.js",542,"console.log(`  ✓ Localization scan complete\n`);"
"scripts/scanner.js",547,"console.log(`${colors.yellow}⚖️  Scanning ZATCA compliance...${colors.reset}`);"
"scripts/scanner.js",574,"console.log(`  ✓ ZATCA scan complete\n`);"
"scripts/scanner.js",579,"console.log(`${colors.yellow}🔧 Scanning code quality...${colors.reset}`);"
"scripts/scanner.js",610,"console.log(`  ✓ Code quality scan complete\n`);"
"scripts/scanner.js",615,"console.log(`${colors.yellow}🧪 Scanning testing coverage...${colors.reset}`);"
"scripts/scanner.js",648,"console.log(`  ✓ Testing scan complete (${testCoverage.toFixed(1)}% coverage)\n`);"
"scripts/scanner.js",653,"console.log(`${colors.cyan}${colors.bold}"
"scripts/scanner.js",659,"console.log(`${colors.blue}📊 Statistics:${colors.reset}`);"
"scripts/scanner.js",660,"console.log(`  Files Scanned: ${config.stats.filesScanned}`);"
"scripts/scanner.js",661,"console.log(`  Total Lines: ${config.stats.totalLines.toLocaleString()}`);"
"scripts/scanner.js",662,"console.log(`  Total Issues: ${config.stats.totalIssues}`);"
"scripts/scanner.js",663,"console.log();"
"scripts/scanner.js",666,"console.log(`${colors.blue}🔍 Issues by Severity:${colors.reset}`);"
"scripts/scanner.js",667,"console.log(`  ${colors.red}● Critical: ${config.stats.critical}${colors.reset}`);"
"scripts/scanner.js",668,"console.log(`  ${colors.yellow}● High: ${config.stats.high}${colors.reset}`);"
"scripts/scanner.js",669,"console.log(`  ${colors.blue}● Medium: ${config.stats.medium}${colors.reset}`);"
"scripts/scanner.js",670,"console.log(`  ${colors.green}● Low: ${config.stats.low}${colors.reset}`);"
"scripts/scanner.js",671,"console.log();"
"scripts/scanner.js",675,"console.log(`${colors.red}${colors.bold}⚠️  CRITICAL ISSUES (Immediate Action Required):${colors.reset}`);"
"scripts/scanner.js",679,"console.log(`  ${index + 1}. ${colors.red}[${issue.type}] ${issue.issue}${colors.reset}`);"
"scripts/scanner.js",680,"console.log(`     📁 ${issue.file}`);"
"scripts/scanner.js",682,"console.log(`     📍 Lines: ${issue.lines.slice(0, 5).join(', ')}${issue.lines.length > 5 ? '...' : ''}`);"
"scripts/scanner.js",685,"console.log(`     🔢 Occurrences: ${issue.count}`);"
"scripts/scanner.js",687,"console.log();"
"scripts/scanner.js",691,"console.log(`     ... and ${this.issues.filter(i => i.severity === Severity.CRITICAL).length - 10} more critical issues`);"
"scripts/scanner.js",692,"console.log();"
"scripts/scanner.js",698,"console.log(`${colors.yellow}🔥 HIGH PRIORITY ISSUES (Top 5):${colors.reset}`);"
"scripts/scanner.js",702,"console.log(`  ${index + 1}. [${issue.type}] ${issue.issue}`);"
"scripts/scanner.js",703,"console.log(`     📁 ${path.basename(issue.file)}`);"
"scripts/scanner.js",705,"console.log();"
"scripts/scanner.js",721,"console.log(`${colors.blue}🏥 System Health Score: ${healthColor}${healthScore.toFixed(0)}/100${colors.reset}`);"
"scripts/scanner.js",724,"console.log(`${colors.red}🚨 CRITICAL: System health is below acceptable threshold!${colors.reset}`);"
"scripts/scanner.js",726,"console.log(`${colors.yellow}⚠️  WARNING: System health needs improvement${colors.reset}`);"
"scripts/scanner.js",728,"console.log(`${colors.green}✅ EXCELLENT: System is in good health${colors.reset}`);"
"scripts/scanner.js",731,"console.log();"
"scripts/scanner.js",734,"console.log(`${colors.blue}💡 Top Recommendations:${colors.reset}`);"
"scripts/scanner.js",736,"console.log(`  1. 🔴 Fix ${config.stats.critical} critical security issues immediately`);"
"scripts/scanner.js",739,"console.log(`  2. 🟡 Address high-priority performance and database issues`);"
"scripts/scanner.js",742,"console.log(`  3. 🔵 Improve code quality and add proper error handling`);"
"scripts/scanner.js",744,"console.log(`  4. 🧪 Implement comprehensive testing (current coverage is low)`);"
"scripts/scanner.js",745,"console.log(`  5. 🔒 Review and enhance security measures across all modules`);"
"scripts/scanner.js",746,"console.log();"
"scripts/scanner.js",766,"console.log(`${colors.green}✅ Full report saved to: ${reportPath}${colors.reset}`);"
"scripts/scanner.js",767,"console.log();"
"scripts/scanner.js",771,"console.log(`${colors.red}❌ SCAN FAILED: Critical issues found. DO NOT DEPLOY.${colors.reset}`);"
"scripts/scanner.js",774,"console.log(`${colors.green}✅ SCAN PASSED: No critical issues found.${colors.reset}`);"
"scripts/fix-tsx-entities.js",39,"console.log(`✅ Fixed ${filePath}`);"
"scripts/fix-tsx-entities.js",51,"console.log('🔧 Fixing HTML entities in TSX files...\n');"
"scripts/fix-tsx-entities.js",54,"console.log(`📁 Found ${files.length} TSX files to check\n`);"
"scripts/fix-tsx-entities.js",64,"console.log(`\n✨ Fixed ${modifiedCount} TSX files`);"
"scripts/serve-frontend.js",16,"console.log(`🔗 Proxying: ${req.method} ${backendUrl}`);"
"scripts/serve-frontend.js",43,"console.log('✅ Fixzit Frontend running on http://localhost:3000');"
"scripts/serve-frontend.js",44,"console.log('🔗 Connecting to Backend API at http://localhost:5000');"
"scripts/serve-frontend.js",45,"console.log('📱 Features:');"
"scripts/serve-frontend.js",46,"console.log('   - Landing page with 3 buttons');"
"scripts/serve-frontend.js",47,"console.log('   - Monday.com style interface');"
"scripts/serve-frontend.js",48,"console.log('   - RTL Arabic support');"
"scripts/serve-frontend.js",49,"console.log('   - Connected to working backend API');"
"scripts/server-fixed.js",81,"console.log(`Server running securely on port ${PORT}`);"
"scripts/verification-checkpoint.js",17,"console.log(""🔍 STEP 1: QUICK HEALTH CHECK"");"
"scripts/verification-checkpoint.js",55,"console.log(""⚠️ Some checks failed - this is normal on first run"");"
"scripts/verification-checkpoint.js",62,"console.log(""✅ SYSTEM IS WORKING - DO NOT MODIFY!"");"
"scripts/verification-checkpoint.js",63,"console.log(""📌 Move to NEXT TASK in the implementation"");"
"scripts/verification-checkpoint.js",66,"console.log(""❌ System needs fixes:"", checks);"
"scripts/verification-checkpoint.js",73,"console.log(""🔍 STEP 2: MODULE CHECK"");"
"scripts/verification-checkpoint.js",98,"console.log(`✅ ${module}: Server responds`);"
"scripts/verification-checkpoint.js",100,"console.log(`❌ ${module}: Not responding`);"
