File,Line,Code
"app/product/[slug]/__tests__/page.spec.tsx",25,"if (maybePromise && typeof (maybePromise as any).then === 'function') {"
"app/product/[slug]/__tests__/page.spec.tsx",61,"render(res as any);"
"app/product/[slug]/__tests__/page.spec.tsx",77,"render(res as any);"
"app/product/[slug]/__tests__/page.spec.tsx",120,"render(res as any);"
"app/product/[slug]/__tests__/page.spec.tsx",135,"render(res as any);"
"app/product/[slug]/__tests__/page.spec.tsx",154,"render(res as any);"
"app/product/[slug]/__tests__/page.spec.tsx",172,"render(res as any);"
"app/test/api_help_articles_route.test.ts",71,"if (!((global as any).__TEST_GET_ROUTE__)) {"
"app/test/api_help_articles_route.test.ts",74,"GET = (global as any).__TEST_GET_ROUTE__"
"app/test/api_help_articles_route.test.ts",134,"return { url } as any as NextRequest"
"app/test/help_ai_chat_page.test.tsx",59,"const origFetch = global.fetch as any"
"app/test/help_ai_chat_page.test.tsx",60,"const origClose = (window as any).close"
"app/test/help_ai_chat_page.test.tsx",67,"}) as any"
"app/test/help_ai_chat_page.test.tsx",69,";(window as any).close = vi.fn()"
"app/test/help_ai_chat_page.test.tsx",77,";(window as any).close = origClose"
"app/test/help_ai_chat_page.test.tsx",233,"expect((window as any).close).toHaveBeenCalled()"
