Category,Type,File,Line,Code
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",285,"console.log(""\n⚠️ MISSING COMPLETELY ("" + results.missing.length + ""):"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",286,"results.missing.forEach(m => console.log(""  • "" + m));"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",288,"console.log(""\n"" + ""="".repeat(70));"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",291,"console.log(""✅ VERDICT: Phase 1 is ACTUALLY complete!"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",293,"console.log(""⚠️ VERDICT: Partial implementation - needs completion"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",295,"console.log(""❌ VERDICT: FALSE CLAIM - System is mostly placeholders!"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",296,"console.log(""\n📌 REQUIRED ACTION:"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",297,"console.log(""1. STOP claiming completion"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",298,"console.log(""2. SEARCH chat history for complete code"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",299,"console.log(""3. IMPLEMENT the actual functionality"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",300,"console.log(""4. Run this verification again"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",303,"console.log(""\n💡 To fix: Search chat history for the complete implementations"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",304,"console.log(""The code is already written - just find and use it!"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",305,"console.log(""="".repeat(70));"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",311,"console.log(""Server might not be running or major configuration issue"");"
"lintErrors","Console Statement","scripts/complete-system-audit.js",31,"console.log('🔍 STARTING COMPLETE SYSTEM AUDIT...\n');"
"lintErrors","Console Statement","scripts/complete-system-audit.js",32,"console.log('=' .repeat(80));"
"lintErrors","Console Statement","scripts/complete-system-audit.js",60,"console.log('\n📁 SCANNING SOURCE FILES...\n');"
"lintErrors","Console Statement","scripts/complete-system-audit.js",123,"// Check for console.log (should use proper logging)"
"lintErrors","Console Statement","scripts/complete-system-audit.js",124,"if (line.includes('console.log') && !filePath.includes('test')) {"
"lintErrors","Console Statement","scripts/complete-system-audit.js",129,"issue: 'Using console.log instead of proper logging'"
"lintErrors","Console Statement","scripts/complete-system-audit.js",224,"console.log('\n🌐 TESTING ALL API ENDPOINTS...\n');"
"lintErrors","Console Statement","scripts/complete-system-audit.js",295,"console.log('\n💾 CHECKING DATABASE MODELS...\n');"
"lintErrors","Console Statement","scripts/complete-system-audit.js",343,"console.log('\n⚙️ VERIFYING BUSINESS LOGIC...\n');"
"lintErrors","Console Statement","scripts/complete-system-audit.js",404,"console.log('\n🔒 SECURITY AUDIT...\n');"
"lintErrors","Console Statement","scripts/complete-system-audit.js",452,"console.log('\n⚡ PERFORMANCE CHECK...\n');"
"lintErrors","Console Statement","scripts/complete-system-audit.js",487,"console.log('\n' + '=' .repeat(80));"
"lintErrors","Console Statement","scripts/complete-system-audit.js",488,"console.log('📊 SYSTEM AUDIT REPORT');"
"lintErrors","Console Statement","scripts/complete-system-audit.js",489,"console.log('=' .repeat(80) + '\n');"
"lintErrors","Console Statement","scripts/complete-system-audit.js",493,"console.log(`🔴 TOTAL ISSUES FOUND: ${totalIssues}\n`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",497,"console.log(`\n❌ CRITICAL ERRORS (${this.issues.errors.length}):`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",498,"console.log('-'.repeat(80));"
"lintErrors","Console Statement","scripts/complete-system-audit.js",500,"console.log(`${i + 1}. ${JSON.stringify(error, null, 2)}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",506,"console.log(`\n🔒 SECURITY ISSUES (${this.issues.security.length}):`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",507,"console.log('-'.repeat(80));"
"lintErrors","Console Statement","scripts/complete-system-audit.js",509,"console.log(`${i + 1}. ${JSON.stringify(issue, null, 2)}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",515,"console.log(`\n📡 MISSING APIs (${this.issues.missingAPIs.length}):`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",516,"console.log('-'.repeat(80));"
"lintErrors","Console Statement","scripts/complete-system-audit.js",518,"console.log(`${i + 1}. ${JSON.stringify(api, null, 2)}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",524,"console.log(`\n📝 PLACEHOLDER RESPONSES (${this.issues.placeholders.length}):`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",525,"console.log('-'.repeat(80));"
"lintErrors","Console Statement","scripts/complete-system-audit.js",527,"console.log(`${i + 1}. ${JSON.stringify(placeholder, null, 2)}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",533,"console.log(`\n⚡ PERFORMANCE ISSUES (${this.issues.performance.length}):`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",534,"console.log('-'.repeat(80));"
"lintErrors","Console Statement","scripts/complete-system-audit.js",536,"console.log(`${i + 1}. ${JSON.stringify(perf, null, 2)}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",542,"console.log(`\n⚠️ INCOMPLETE IMPLEMENTATIONS (${this.issues.shortcuts.length}):`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",543,"console.log('-'.repeat(80));"
"lintErrors","Console Statement","scripts/complete-system-audit.js",545,"console.log(`${i + 1}. ${JSON.stringify(shortcut, null, 2)}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",548,"console.log(`... and ${this.issues.shortcuts.length - 10} more`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",553,"console.log('\n' + '=' .repeat(80));"
"lintErrors","Console Statement","scripts/complete-system-audit.js",554,"console.log('📊 SUMMARY:');"
"lintErrors","Console Statement","scripts/complete-system-audit.js",555,"console.log('=' .repeat(80));"
"lintErrors","Console Statement","scripts/complete-system-audit.js",556,"console.log(`Critical Errors: ${this.issues.errors.length}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",557,"console.log(`Security Issues: ${this.issues.security.length}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",558,"console.log(`Missing APIs: ${this.issues.missingAPIs.length}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",559,"console.log(`Placeholder Responses: ${this.issues.placeholders.length}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",560,"console.log(`Performance Issues: ${this.issues.performance.length}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",561,"console.log(`Incomplete Implementations: ${this.issues.shortcuts.length}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",562,"console.log(`Warnings: ${this.issues.warnings.length}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",563,"console.log(`Duplicate Routes: ${this.issues.duplicates.length}`);"
"lintErrors","Console Statement","scripts/complete-system-audit.js",573,"console.log('\n✅ Full report saved to audit-report.json');"
"lintErrors","Console Statement","scripts/reality-check.js",7,"console.log(""\n🔍 EXPOSING TRUTH ABOUT YOUR IMPLEMENTATION\n"");"
"lintErrors","Console Statement","scripts/reality-check.js",14,"console.log(""Testing Work Orders..."");"
"lintErrors","Console Statement","scripts/reality-check.js",29,"console.log(""✅ Work Orders: REAL implementation with SLA"");"
"lintErrors","Console Statement","scripts/reality-check.js",32,"console.log(""❌ Work Orders: FAKE - Returns placeholder message"");"
"lintErrors","Console Statement","scripts/reality-check.js",33,"console.log(""   FIX: Search chat for 'const workOrderSchema = new mongoose.Schema'"");"
"lintErrors","Console Statement","scripts/reality-check.js",34,"console.log(""   OR: Use attached file 'workorder-module-complete.js'"");"
"lintErrors","Console Statement","scripts/reality-check.js",38,"console.log(""❌ Work Orders: MISSING completely"");"
"lintErrors","Console Statement","scripts/reality-check.js",39,"console.log(""   ERROR:"", e.message);"
"lintErrors","Console Statement","scripts/reality-check.js",44,"console.log(""\nTesting Finance/ZATCA..."");"
"lintErrors","Console Statement","scripts/reality-check.js",58,"console.log(""✅ ZATCA: REAL QR code generation working"");"
"lintErrors","Console Statement","scripts/reality-check.js",61,"console.log(""❌ ZATCA: FAKE - No QR generation"");"
"lintErrors","Console Statement","scripts/reality-check.js",62,"console.log(""   FIX: Search chat for 'function generateZATCAQR'"");"
"lintErrors","Console Statement","scripts/reality-check.js",63,"console.log(""   OR: Use attached file 'finance-zatca-complete.js'"");"
"lintErrors","Console Statement","scripts/reality-check.js",67,"console.log(""❌ Finance: MISSING completely"");"
"lintErrors","Console Statement","scripts/reality-check.js",68,"console.log(""   ERROR:"", e.message);"
"lintErrors","Console Statement","scripts/reality-check.js",73,"console.log(""\nTesting Marketplace..."");"
"lintErrors","Console Statement","scripts/reality-check.js",83,"console.log(""✅ Marketplace: REAL RFQ system"");"
"lintErrors","Console Statement","scripts/reality-check.js",86,"console.log(""❌ Marketplace: FAKE - Placeholder response"");"
"lintErrors","Console Statement","scripts/reality-check.js",87,"console.log(""   FIX: Search chat for 'const RFQSchema = new mongoose.Schema'"");"
"lintErrors","Console Statement","scripts/reality-check.js",88,"console.log(""   OR: Use attached file 'marketplace-rfq-complete.js'"");"
"lintErrors","Console Statement","scripts/reality-check.js",92,"console.log(""❌ Marketplace: MISSING completely"");"
"lintErrors","Console Statement","scripts/reality-check.js",93,"console.log(""   ERROR:"", e.message);"
"lintErrors","Console Statement","scripts/reality-check.js",98,"console.log(""\nTesting Properties..."");"
"lintErrors","Console Statement","scripts/reality-check.js",113,"console.log(""✅ Properties: REAL with units management"");"
"lintErrors","Console Statement","scripts/reality-check.js",116,"console.log(""❌ Properties: FAKE - No units/tenants"");"
"lintErrors","Console Statement","scripts/reality-check.js",117,"console.log(""   FIX: Search chat for 'const propertySchema = new mongoose.Schema'"");"
"lintErrors","Console Statement","scripts/reality-check.js",118,"console.log(""   OR: Use attached file 'property-module-complete.js'"");"
"lintErrors","Console Statement","scripts/reality-check.js",122,"console.log(""❌ Properties: MISSING completely"");"
"lintErrors","Console Statement","scripts/reality-check.js",123,"console.log(""   ERROR:"", e.message);"
"lintErrors","Console Statement","scripts/reality-check.js",128,"console.log(""\nChecking for placeholder code in files..."");"
"lintErrors","Console Statement","scripts/reality-check.js",136,"console.log(`❌ ${file}: Contains placeholder code`);"
"lintErrors","Console Statement","scripts/reality-check.js",139,"console.log(`✅ ${file}: Appears to have real implementation`);"
"lintErrors","Console Statement","scripts/reality-check.js",142,"console.log(`❌ ${file}: File does not exist`);"
"lintErrors","Console Statement","scripts/reality-check.js",151,"console.log(""\n"" + ""="".repeat(60));"
"lintErrors","Console Statement","scripts/reality-check.js",152,"console.log(""📊 REALITY CHECK RESULTS:"");"
"lintErrors","Console Statement","scripts/reality-check.js",153,"console.log(""="".repeat(60));"
"lintErrors","Console Statement","scripts/reality-check.js",154,"console.log(`✅ Real implementations: ${realCount}`);"
"lintErrors","Console Statement","scripts/reality-check.js",155,"console.log(`❌ Fake/Placeholders: ${fakeCount}`);"
"lintErrors","Console Statement","scripts/reality-check.js",156,"console.log(`⚠️ Missing completely: ${missingCount}`);"
"lintErrors","Console Statement","scripts/reality-check.js",157,"console.log(`\n📈 ACTUAL COMPLETION: ${percentage}%`);"
"lintErrors","Console Statement","scripts/reality-check.js",160,"console.log(""\n🚨 SYSTEM IS MOSTLY PLACEHOLDERS!"");"
"lintErrors","Console Statement","scripts/reality-check.js",161,"console.log(""📌 REQUIRED: Use attached files OR search chat history"");"
"lintErrors","Console Statement","scripts/reality-check.js",163,"console.log(""\n✅ SYSTEM IS MOSTLY COMPLETE!"");"
"lintErrors","Console Statement","scripts/reality-check.js",164,"console.log(""📌 Focus on remaining issues only"");"
"lintErrors","Console Statement","scripts/reality-check.js",172,"console.log(`\n🎯 FINAL RESULT: ${percentage}% REAL COMPLETION`);"
"lintErrors","Console Statement","scripts/reality-check.js",174,"console.log(""⚠️ ACTION REQUIRED: Fix the failures shown above"");"
"lintErrors","Console Statement","scripts/reality-check.js",176,"console.log(""✅ SYSTEM IS 100% COMPLETE!"");"
"lintErrors","Console Statement","scripts/assess-system.ts",5,"console.log(pc.cyan('\n=== COMPREHENSIVE SYSTEM ASSESSMENT ===\n'));"
"lintErrors","Console Statement","scripts/assess-system.ts",10,"console.log(pc.yellow('1. Code Statistics:'));"
"lintErrors","Console Statement","scripts/assess-system.ts",11,"console.log(`   - Source files: ${files.length}`);"
"lintErrors","Console Statement","scripts/assess-system.ts",25,"console.log(`   - Total lines: ${totalLines.toLocaleString()}`);"
"lintErrors","Console Statement","scripts/assess-system.ts",26,"console.log(`   - Comment lines: ${commentedLines.toLocaleString()}`);"
"lintErrors","Console Statement","scripts/assess-system.ts",27,"console.log(`   - TODO/FIXME comments: ${todoComments}`);"
"lintErrors","Console Statement","scripts/assess-system.ts",29,"console.log(pc.yellow('\n2. Import Pattern Analysis:'));"
"lintErrors","Console Statement","scripts/assess-system.ts",39,"console.log(`   - Legacy @/src/ imports: ${legacySrcImports}`);"
"lintErrors","Console Statement","scripts/assess-system.ts",40,"console.log(`   - Modern @/lib/ imports: ${modernLibImports}`);"
"lintErrors","Console Statement","scripts/assess-system.ts",42,"console.log(pc.yellow('\n3. Dead Code Indicators:'));"
"lintErrors","Console Statement","scripts/assess-system.ts",54,"console.log(`   - Commented-out code lines: ${commentedCode}`);"
"lintErrors","Console Statement","scripts/assess-system.ts",56,"console.log(pc.yellow('\n4. MongoDB Pattern Check:'));"
"lintErrors","Console Statement","scripts/assess-system.ts",66,"console.log(`   - Direct MongoClient.connect(): ${directMongoClient}`);"
"lintErrors","Console Statement","scripts/assess-system.ts",67,"console.log(`   - Scattered mongoose.connect(): ${legacyMongoose}`);"
"lintErrors","Console Statement","scripts/assess-system.ts",69,"console.log(pc.green('\n=== Assessment complete ===\n'));"
"lintErrors","Console Statement","scripts/setup-production-db.ts",12,"console.log('🔧 Validating Production MongoDB Configuration...\n');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",38,"console.log('🔌 Testing MongoDB connection...');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",40,"console.log('✅ MongoDB connection successful');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",48,"console.log('✅ Production configuration validated successfully\n');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",52,"console.log('🗂️  Setting up production indexes...\n');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",83,"console.log(`✅ Index created on ${collection}:`, Object.keys(index));"
"lintErrors","Console Statement","scripts/setup-production-db.ts",87,"console.log(`⚠️  Index already exists on ${collection}:`, Object.keys(index));"
"lintErrors","Console Statement","scripts/setup-production-db.ts",94,"console.log('✅ Production indexes setup complete\n');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",101,"console.log('👥 Setting up default tenant...\n');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",120,"console.log('⚠️  Default organization already exists:', existing.name);"
"lintErrors","Console Statement","scripts/setup-production-db.ts",125,"console.log('✅ Default organization created:', orgId.toString());"
"lintErrors","Console Statement","scripts/setup-production-db.ts",128,"console.log(`📝 Add this to your .env.local: DEFAULT_TENANT_ID=${orgId.toString()}`);"
"lintErrors","Console Statement","scripts/setup-production-db.ts",136,"console.log('🚀 MongoDB Production Deployment Setup\n');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",137,"console.log('=' .repeat(50));"
"lintErrors","Console Statement","scripts/setup-production-db.ts",144,"console.log('=' .repeat(50));"
"lintErrors","Console Statement","scripts/setup-production-db.ts",145,"console.log('✅ Production deployment setup complete!');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",146,"console.log('\nNext steps:');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",147,"console.log('1. Run: npm run verify:db:deploy');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",148,"console.log('2. Run: npm run test:e2e:db');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",149,"console.log('3. Deploy to production');"
"lintErrors","Console Statement","scripts/setup-production-db.ts",150,"console.log('4. Verify: GET /api/health/database');"
"lintErrors","Console Statement","scripts/combine-all-models.js",5,"console.log('📦 COMBINING ALL 15 MODELS FROM 3 PARTS...\n');"
"lintErrors","Console Statement","scripts/combine-all-models.js",22,"console.log(`Reading Part ${index + 1}: ${file}`);"
"lintErrors","Console Statement","scripts/combine-all-models.js",76,"console.log('\n✅ Successfully combined all 15 models into models/index.js');"
"lintErrors","Console Statement","scripts/combine-all-models.js",79,"console.log('\n📋 Exported Models:');"
"lintErrors","Console Statement","scripts/combine-all-models.js",85,"modelList.forEach((model, i) => console.log(`  ${i+1}. ${model}`));"
"lintErrors","TypeScript Error Suppressed","scripts/fixzit-pack.ts",4,"// @ts-ignore - No type declarations available"
"lintErrors","Console Statement","scripts/fixzit-pack.ts",90,"console.log(pc.green(`Built pack ""${task}"": ~${approxTokenCount(totalChars)} tokens, ${manifest.length} files.`));"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",30,"console.log(`🧪 Testing: ${testName}...`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",41,"console.log(`✅ ${testName} - ${duration}ms`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",51,"console.log(`❌ ${testName} - Failed in ${duration}ms: ${error}`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",241,"console.log('\n' + '='.repeat(60));"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",242,"console.log('📊 DATABASE DEPLOYMENT VERIFICATION REPORT');"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",243,"console.log('='.repeat(60));"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",250,"console.log(`\n📈 Summary:`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",251,"console.log(`   Total Tests: ${totalTests}`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",252,"console.log(`   Passed: ${passedTests} ✅`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",253,"console.log(`   Failed: ${failedTests} ${failedTests > 0 ? '❌' : '✅'}`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",254,"console.log(`   Success Rate: ${Math.round((passedTests / totalTests) * 100)}%`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",255,"console.log(`   Total Time: ${totalTime}ms`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",258,"console.log(`\n❌ Failed Tests:`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",260,"console.log(`   • ${result.test}: ${result.error}`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",264,"console.log(`\n✅ Passed Tests:`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",266,"console.log(`   • ${result.test} (${result.duration}ms)`);"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",269,"console.log('\n' + '='.repeat(60));"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",273,"console.log('❌ DEPLOYMENT VERIFICATION FAILED');"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",276,"console.log('✅ DEPLOYMENT VERIFICATION PASSED');"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",282,"console.log('🚀 Starting Database Deployment Verification...\n');"
"lintErrors","Console Statement","scripts/deploy-db-verify.ts",297,"console.log('Warning: Error during disconnect:', error);"
"lintErrors","Console Statement","scripts/cleanup-duplicate-imports.js",9,"console.log('🧹 CLEANING UP DUPLICATE IMPORTS...\n');"
"lintErrors","Console Statement","scripts/cleanup-duplicate-imports.js",26,"console.log(`🔴 ${file} - Has duplicate imports!`);"
"lintErrors","Console Statement","scripts/cleanup-duplicate-imports.js",40,"console.log(`✅ ${file} - Removed duplicate imports`);"
"lintErrors","Console Statement","scripts/cleanup-duplicate-imports.js",44,"console.log(`⚠️  ${file} - Only has enhancedAuth import, converting...`);"
"lintErrors","Console Statement","scripts/cleanup-duplicate-imports.js",58,"console.log(`✅ ${file} - Converted to standard auth import`);"
"lintErrors","Console Statement","scripts/cleanup-duplicate-imports.js",64,"console.log(`\n📊 CLEANED UP ${cleanedCount} FILES\n`);"
"lintErrors","Console Statement","scripts/cleanup-duplicate-imports.js",65,"console.log('🚀 Ready to restart server!\n');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",21,"console.log('❌ AUTH FAILED - Backend not running?');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",27,"console.log('\n' + colors.blue + '=' .repeat(80) + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",28,"console.log(colors.blue + '🏢 PROPERTY OWNER & SUBSCRIPTION SYSTEM VERIFICATION' + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",29,"console.log(colors.blue + '=' .repeat(80) + colors.reset + '\n');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",33,"console.log('❌ Cannot proceed without authentication');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",50,"console.log(colors.yellow + '\n1️⃣ PROPERTY OWNER ROLE FEATURES' + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",51,"console.log('-'.repeat(60));"
"lintErrors","Console Statement","scripts/property-owner-verification.js",95,"console.log(`  ${status} ${test.name}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",98,"console.log(`  ${colors.red}❌ ERROR${colors.reset} ${test.name}: ${e.message}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",106,"console.log(colors.yellow + '\n2️⃣ DEPUTY SYSTEM' + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",107,"console.log('-'.repeat(60));"
"lintErrors","Console Statement","scripts/property-owner-verification.js",142,"console.log(`  ${status} ${test.name}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",145,"console.log(`  ${colors.red}❌ ERROR${colors.reset} ${test.name}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",153,"console.log(colors.yellow + '\n3️⃣ CORPORATE SUBSCRIPTION SYSTEM' + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",154,"console.log('-'.repeat(60));"
"lintErrors","Console Statement","scripts/property-owner-verification.js",205,"console.log(`  ${status} ${test.name}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",208,"console.log(`  ${colors.red}❌ ERROR${colors.reset} ${test.name}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",216,"console.log(colors.yellow + '\n4️⃣ DELEGATION OF AUTHORITY (DoA) SYSTEM' + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",217,"console.log('-'.repeat(60));"
"lintErrors","Console Statement","scripts/property-owner-verification.js",267,"console.log(`  ${status} ${test.name}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",270,"console.log(`  ${colors.red}❌ ERROR${colors.reset} ${test.name}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",278,"console.log(colors.yellow + '\n5️⃣ PROPERTY REVENUE TRACKING' + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",279,"console.log('-'.repeat(60));"
"lintErrors","Console Statement","scripts/property-owner-verification.js",316,"console.log(`  ${status} ${test.name}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",319,"console.log(`  ${colors.red}❌ ERROR${colors.reset} ${test.name}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",327,"console.log('\n' + colors.blue + '=' .repeat(80) + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",328,"console.log(colors.blue + '📊 VERIFICATION SUMMARY' + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",329,"console.log(colors.blue + '=' .repeat(80) + colors.reset + '\n');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",342,"console.log(`  ${icon} ${category.toUpperCase()}: ${passed}/${tests.length} (${percentage}%)`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",347,"console.log('\n' + colors.yellow + '📈 OVERALL CRITICAL FEATURES:' + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",348,"console.log(`  Total Tests: ${totalTests}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",349,"console.log(`  Passed: ${totalPassed} (${overallPercentage}%)`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",350,"console.log(`  Failed: ${totalTests - totalPassed}`);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",353,"console.log('\n' + colors.red + '❌ CRITICAL SYSTEMS ARE MISSING!' + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",354,"console.log('The system is NOT ready without:');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",355,"console.log('  - Property Owner dashboard and approval system');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",356,"console.log('  - Deputy management for delegation');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",357,"console.log('  - Corporate subscription/billing for SaaS model');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",358,"console.log('  - DoA approval workflows');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",359,"console.log('  - Revenue tracking for property owners');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",360,"console.log('\n' + colors.yellow + 'ACTION REQUIRED:' + colors.reset);"
"lintErrors","Console Statement","scripts/property-owner-verification.js",361,"console.log('Search chat history for: ""property owner"", ""deputy"", ""subscription"", ""DoA"", ""revenue""');"
"lintErrors","Console Statement","scripts/property-owner-verification.js",364,"console.log('\n' + colors.blue + '=' .repeat(80) + colors.reset + '\n');"
"lintErrors","Console Statement","scripts/codemods/update-mongodb-imports.ts",31,"console.log(`Rewired Mongo import in ${f}`);"
"lintErrors","Console Statement","scripts/scan-hex.js",94,"console.log('🎨 Fixzit Brand Color Scanner');"
"lintErrors","Console Statement","scripts/scan-hex.js",95,"console.log('================================\n');"
"lintErrors","Console Statement","scripts/scan-hex.js",111,"console.log('⚠️  No files found to scan');"
"lintErrors","Console Statement","scripts/scan-hex.js",115,"console.log(`📁 Scanning ${files.length} files...\n`);"
"lintErrors","Console Statement","scripts/scan-hex.js",160,"console.log('✅ All colors are approved!');"
"lintErrors","Console Statement","scripts/scan-hex.js",161,"console.log(`   Scanned: ${files.length} files`);"
"lintErrors","Console Statement","scripts/scan-hex.js",162,"console.log(`   Violations: 0\n`);"
"lintErrors","Console Statement","scripts/seed-cms.js",127,"console.log(`✅ Seeded page: ${page.slug}`);"
"lintErrors","Console Statement","scripts/seed-cms.js",181,"console.log(`✅ Seeded help article: ${article.slug}`);"
"lintErrors","Console Statement","scripts/seed-cms.js",192,"console.log('🌱 Starting CMS seeding...');"
"lintErrors","Console Statement","scripts/seed-cms.js",194,"console.log('🌱 Seeding help articles...');"
"lintErrors","Console Statement","scripts/seed-cms.js",197,"console.log('✅ Seeding complete!');"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",130,"console.log(`\n🔧 Enhancing: ${filePath}`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",133,"console.log(`❌ File not found: ${filePath}`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",141,"console.log(`✅ Already enhanced, skipping`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",151,"console.log(`⚠️  Imports added, needs manual OpenAPI docs and rate limiting logic`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",152,"console.log(`   Please review and add:`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",153,"console.log(`   1. Rate limiting at start of handler`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",154,"console.log(`   2. OpenAPI documentation above handler`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",155,"console.log(`   3. Replace NextResponse.json with createSecureResponse`);"
