Category,Type,File,Line,Code
"lintErrors","Console Statement","scripts/codemods/update-mongodb-imports.ts",31,"console.log(`Rewired Mongo import in ${f}`);"
"lintErrors","Console Statement","scripts/scan-hex.js",94,"console.log('🎨 Fixzit Brand Color Scanner');"
"lintErrors","Console Statement","scripts/scan-hex.js",95,"console.log('================================\n');"
"lintErrors","Console Statement","scripts/scan-hex.js",111,"console.log('⚠️  No files found to scan');"
"lintErrors","Console Statement","scripts/scan-hex.js",115,"console.log(`📁 Scanning ${files.length} files...\n`);"
"lintErrors","Console Statement","scripts/scan-hex.js",160,"console.log('✅ All colors are approved!');"
"lintErrors","Console Statement","scripts/scan-hex.js",161,"console.log(`   Scanned: ${files.length} files`);"
"lintErrors","Console Statement","scripts/scan-hex.js",162,"console.log(`   Violations: 0\n`);"
"lintErrors","Console Statement","scripts/seed-cms.js",127,"console.log(`✅ Seeded page: ${page.slug}`);"
"lintErrors","Console Statement","scripts/seed-cms.js",181,"console.log(`✅ Seeded help article: ${article.slug}`);"
"lintErrors","Console Statement","scripts/seed-cms.js",192,"console.log('🌱 Starting CMS seeding...');"
"lintErrors","Console Statement","scripts/seed-cms.js",194,"console.log('🌱 Seeding help articles...');"
"lintErrors","Console Statement","scripts/seed-cms.js",197,"console.log('✅ Seeding complete!');"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",130,"console.log(`\n🔧 Enhancing: ${filePath}`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",133,"console.log(`❌ File not found: ${filePath}`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",141,"console.log(`✅ Already enhanced, skipping`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",151,"console.log(`⚠️  Imports added, needs manual OpenAPI docs and rate limiting logic`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",152,"console.log(`   Please review and add:`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",153,"console.log(`   1. Rate limiting at start of handler`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",154,"console.log(`   2. OpenAPI documentation above handler`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",155,"console.log(`   3. Replace NextResponse.json with createSecureResponse`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",156,"console.log(`   4. Replace manual errors with standardized handlers`);"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",168,"console.log('❌ Usage: node scripts/auto-enhance-routes.js <route-file>');"
"lintErrors","Console Statement","scripts/auto-enhance-routes.js",169,"console.log('   Example: node scripts/auto-enhance-routes.js app/api/work-orders/route.ts');"
"lintErrors","Console Statement","scripts/security-audit.js",40,"console.log(`${statusColor} ${severityColor}[${severity.toUpperCase()}]${colors.reset} ${name}: ${message}`);"
"lintErrors","Console Statement","scripts/security-audit.js",43,"console.log(colors.bright + colors.cyan + '🔐 FIXZIT SOUQ SECURITY AUDIT' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",44,"console.log('═══════════════════════════════════════════════════════');"
"lintErrors","Console Statement","scripts/security-audit.js",47,"console.log('\n' + colors.bright + '1. JWT Security Configuration' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",66,"console.log('\n' + colors.bright + '2. Authentication Middleware' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",100,"console.log('\n' + colors.bright + '3. Input Validation Security' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",127,"console.log('\n' + colors.bright + '4. Security Package Dependencies' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",154,"console.log('\n' + colors.bright + '5. Environment Configuration' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",187,"console.log('\n' + colors.bright + colors.cyan + '🎯 SECURITY AUDIT RESULTS' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",188,"console.log('═══════════════════════════════════════════════════════');"
"lintErrors","Console Statement","scripts/security-audit.js",189,"console.log(`📊 Security Score: ${auditResults.securityScore >= 80 ? colors.green : auditResults.securityScore >= 60 ? colors.yellow : colors.red}${au"
"lintErrors","Console Statement","scripts/security-audit.js",190,"console.log(`✅ Passed Checks: ${colors.green}${passedChecks}${colors.reset}/${totalChecks}`);"
"lintErrors","Console Statement","scripts/security-audit.js",191,"console.log(`🚨 Critical Issues: ${auditResults.criticalIssues > 0 ? colors.red : colors.green}${auditResults.criticalIssues}${colors.reset}`);"
"lintErrors","Console Statement","scripts/security-audit.js",194,"console.log('\n' + colors.green + colors.bright + '🎉 SECURITY STATUS: EXCELLENT' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",195,"console.log(colors.green + '   Your Fixzit Souq platform is properly secured!' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",197,"console.log('\n' + colors.yellow + colors.bright + '⚠️  SECURITY STATUS: GOOD' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",198,"console.log(colors.yellow + '   Most security measures implemented, minor improvements needed' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",200,"console.log('\n' + colors.red + colors.bright + '🚨 SECURITY STATUS: CRITICAL ISSUES FOUND' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",201,"console.log(colors.red + '   Immediate action required to fix critical vulnerabilities!' + colors.reset);"
"lintErrors","Console Statement","scripts/security-audit.js",207,"console.log(`\n📄 Detailed report saved to: ${reportFile}`);"
"lintErrors","Console Statement","scripts/fix-en-duplicates.js",11,"console.log('🔧 Fixing en.ts duplicates and structure...');"
"lintErrors","Console Statement","scripts/fix-en-duplicates.js",25,"console.log(`Found ${matches.length} top-level object(s)`);"
"lintErrors","Console Statement","scripts/fix-en-duplicates.js",29,"console.log('⚠️  Multiple top-level objects detected. Merging...');"
"lintErrors","Console Statement","scripts/fix-en-duplicates.js",41,"console.log('Removing duplicate const en declaration...');"
"lintErrors","Console Statement","scripts/fix-en-duplicates.js",97,"console.log('✅ Fixed en.ts structure');"
"lintErrors","Console Statement","scripts/fix-en-duplicates.js",98,"console.log('📊 Running TypeScript check...');"
"lintErrors","Console Statement","scripts/fix-en-duplicates.js",107,"console.log('✅ TypeScript validation passed');"
"lintErrors","Console Statement","scripts/fix-en-duplicates.js",109,"console.log('⚠️  TypeScript validation found issues (will be fixed in next step)');"
"lintErrors","Console Statement","scripts/fix-en-duplicates.js",113,"console.log(`Found ${duplicateErrors.length} duplicate key errors`);"
"lintErrors","Console Statement","scripts/fix-en-duplicates.js",117,"console.log('✅ en.ts fix complete!');"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",14,"console.log(`Directory ${directory} does not exist, skipping...`);"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",98,"console.log(`✅ Applied ${fileModifications} security fixes to: ${fullPath}`);"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",106,"console.log('🔒 Applying authentication middleware to all routes...');"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",107,"console.log('=======================================================');"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",113,"console.log(`\n📁 Processing directory: ${dir}`);"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",117,"console.log('\n=======================================================');"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",118,"console.log('📊 AUTHENTICATION APPLICATION SUMMARY');"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",119,"console.log('=======================================================');"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",120,"console.log(`Files modified: ${modifiedFiles}`);"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",121,"console.log(`Security fixes applied: ${routesFixed}`);"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",122,"console.log('✅ Authentication middleware applied successfully!');"
"lintErrors","Console Statement","scripts/apply-auth-to-routes.js",125,"console.log('ℹ️  All routes already have proper authentication or were skipped');"
"lintErrors","Console Statement","scripts/verify-routes.ts",26,"console.log(""Discovered routes:"", unique);"
"lintErrors","Console Statement","scripts/verify-routes.ts",38,"console.log(`✅ ${res.status} ${url}`);"
"lintErrors","Console Statement","scripts/verify-routes.ts",49,"console.log(""All discovered routes OK ✅"");"
"lintErrors","ESLint Disabled","scripts/seed-marketplace.ts",52,"// eslint-disable-next-line no-console"
"lintErrors","Console Statement","scripts/seed-marketplace.ts",53,"console.log(`[Marketplace seed] Preparing data for tenant: ${tenantId}`);"
"lintErrors","ESLint Disabled","scripts/seed-marketplace.ts",71,"// eslint-disable-next-line no-console"
"lintErrors","Console Statement","scripts/seed-marketplace.ts",72,"console.log('✔ Marketplace seed complete (MockDB)');"
"lintErrors","ESLint Disabled","scripts/seed-marketplace.ts",93,"// eslint-disable-next-line no-console"
"lintErrors","Console Statement","scripts/fix-error-messages.js",20,"console.log(`\n🔍 Processing ${apiFiles.length} API route files...`);"
"lintErrors","Console Statement","scripts/fix-error-messages.js",39,"console.log(`  ✓ Fixed: ${file}`);"
"lintErrors","Console Statement","scripts/fix-error-messages.js",43,"console.log(`\n✅ Complete!`);"
"lintErrors","Console Statement","scripts/fix-error-messages.js",44,"console.log(`   Fixed ${fixed} files`);"
"lintErrors","Console Statement","scripts/fix-error-messages.js",45,"console.log(`   Total checked: ${apiFiles.length}`);"
"lintErrors","Console Statement","scripts/fix-error-messages.js",48,"console.log(`\n📝 Files modified:`);"
"lintErrors","Console Statement","scripts/fix-error-messages.js",49,"filesChanged.forEach(f => console.log(`   - ${f}`));"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",153,"// Check for console.log statements"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",415,"console.log('\n' + colors.bright + colors.cyan + '════════════════════════════════════════════════════════════════');"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",416,"console.log('                 FIXZIT SOUQ AUDIT REPORT V2                    ');"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",417,"console.log('                    POST-FIX ANALYSIS                           ');"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",418,"console.log('════════════════════════════════════════════════════════════════' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",420,"console.log('\n' + colors.bright + '📊 SUMMARY' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",421,"console.log('├─ Timestamp: ' + auditResults.timestamp);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",422,"console.log('├─ Files Scanned: ' + auditResults.statistics.totalFiles);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",423,"console.log('├─ Files with Issues: ' + colors.red + auditResults.statistics.filesWithIssues + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",424,"console.log('├─ Files Fixed: ' + colors.green + auditResults.statistics.filesFixed + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",425,"console.log('├─ Security Score: ' + getScoreColor(auditResults.statistics.securityScore) + auditResults.statistics.securityScore + '%' + colors.reset)"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",426,"console.log('└─ Total Issues: ' + colors.yellow + issuesFound + colors.reset + ' remaining (from 620 original)');"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",428,"console.log('\n' + colors.bright + '✅ FIXES APPLIED' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",429,"console.log('├─ Issues Fixed: ' + colors.green + issuesFixed + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",430,"console.log('├─ Success Rate: ' + colors.green + Math.round((issuesFixed / 620) * 100) + '%' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",431,"console.log('└─ Improvement: ' + colors.green + (620 - issuesFound) + ' issues resolved' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",434,"console.log('\n' + colors.bright + '🔴 REMAINING ISSUES' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",439,"console.log('\n' + colors.yellow + category.toUpperCase() + ' (' + issues.length + ')' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",450,"console.log('  📁 ' + file);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",452,"console.log('     └─ ' + issue.issue);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",461,"console.log('\n' + colors.bright + colors.green + '✨ IMPROVEMENTS IMPLEMENTED' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",463,"console.log('  ✓ ' + imp.issue);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",466,"console.log('  ... and ' + (improvements.length - 10) + ' more');"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",471,"console.log('\n' + colors.bright + '💡 RECOMMENDATIONS' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",473,"console.log('  🔴 ' + colors.red + 'CRITICAL: Fix syntax errors immediately' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",476,"console.log('  🟡 HIGH: Complete security middleware implementation');"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",479,"console.log('  🟡 MEDIUM: Add error handling to remaining async operations');"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",481,"console.log('  🟢 LOW: Replace remaining console.log with logger');"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",481,"console.log('  🟢 LOW: Replace remaining console.log with logger');"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",486,"console.log('\n' + colors.green + '📄 Full report saved to: ' + reportPath + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",488,"console.log('\n' + colors.bright + colors.cyan + '════════════════════════════════════════════════════════════════' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",489,"console.log(colors.bright + 'OVERALL STATUS: ' + getOverallStatus() + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",490,"console.log(colors.cyan + '════════════════════════════════════════════════════════════════' + colors.reset + '\n');"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",513,"console.log(colors.cyan + 'Starting Fixzit Souq Audit v2...' + colors.reset);"
"lintErrors","Console Statement","scripts/fixzit-comprehensive-audit.js",520,"console.log('Scanning ' + dir + '...');"
"lintErrors","Console Statement","scripts/server-broken.js",16,"console.log(`✅ Fixzit Enterprise Platform running on http://localhost:${PORT}`);"
"lintErrors","Console Statement","scripts/server-broken.js",17,"console.log('🎯 Features:');"
"lintErrors","Console Statement","scripts/server-broken.js",18,"console.log('   - Landing page with 3 buttons (Yellow Arabic, White Souq, Blue Access)');"
"lintErrors","Console Statement","scripts/server-broken.js",19,"console.log('   - Monday.com style interface');"
"lintErrors","Console Statement","scripts/server-broken.js",20,"console.log('   - RTL support for Arabic');"
"lintErrors","Console Statement","scripts/server-broken.js",21,"console.log('   - All 13 FM modules structure');"
"lintErrors","Console Statement","scripts/server-broken.js",22,"console.log('   - Your exact brand colors');"
"lintErrors","Console Statement","scripts/server-broken.js",44,"console.log(""✅ All 13 module routes mounted"");"
"lintErrors","Console Statement","scripts/fix-routes.js",55,"console.log(`✅ Created ${routeFile}`);"
"lintErrors","Console Statement","scripts/fix-routes.js",59,"console.log('✅ All routes fixed');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",11,"console.log('🚀 MongoDB Connection Test Suite');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",12,"console.log('================================\n');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",15,"console.log('🔍 Testing MongoDB connection...');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",16,"console.log('📊 Using unified MongoDB connection');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",20,"console.log('✅ Database connection established');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",24,"console.log('✅ Database handle retrieved');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",35,"console.log(`✅ Insert operation successful: ${insertResult.insertedId}`);"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",39,"console.log(`✅ Find operation successful, found: ${findResult.length} documents`);"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",43,"console.log(`✅ FindOne operation successful: ${findOneResult ? 'Found document' : 'No document'}`);"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",50,"console.log(`✅ Update operation successful: ${updateResult.modifiedCount} modified`);"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",54,"console.log(`✅ Delete operation successful: ${deleteResult.deletedCount} deleted`);"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",56,"console.log('🎉 All database operations completed successfully!\n');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",71,"console.log('📋 Test Results:');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",72,"console.log('================');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",73,"console.log(JSON.stringify(results, null, 2));"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",93,"console.log('\n📋 Test Results:');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",94,"console.log('================');"
"lintErrors","Console Statement","scripts/test-mongo-connection.ts",95,"console.log(JSON.stringify(results, null, 2));"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",17,"console.log(""🔍 STEP 1: QUICK HEALTH CHECK"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",55,"console.log(""⚠️ Some checks failed - this is normal on first run"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",62,"console.log(""✅ SYSTEM IS WORKING - DO NOT MODIFY!"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",63,"console.log(""📌 Move to NEXT TASK in the implementation"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",66,"console.log(""❌ System needs fixes:"", checks);"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",73,"console.log(""🔍 STEP 2: MODULE CHECK"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",98,"console.log(`✅ ${module}: Server responds`);"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",100,"console.log(`❌ ${module}: Not responding`);"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",103,"console.log(`❌ ${module}: Error - ${error.message}`);"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",109,"console.log(`✅ ${workingModules}/13 MODULES WORKING - ACCEPTABLE`);"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",110,"console.log(""📌 DO NOT REFACTOR - Move to missing modules only"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",113,"console.log(`❌ Only ${workingModules}/13 modules working - needs fix`);"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",120,"console.log(""🔍 STEP 3: WORKFLOW CHECK"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",143,"console.log(""⚠️ Workflow checks incomplete"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",150,"console.log(""✅ CRITICAL WORKFLOWS FUNCTIONAL"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",153,"console.log(""❌ Critical workflows need implementation"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",160,"console.log(""============================================================"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",161,"console.log(""🛑 FIXZIT SOUQ VERIFICATION CHECKPOINT"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",162,"console.log(""⏰ Time check: "" + new Date().toISOString());"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",163,"console.log(""============================================================"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",168,"console.log(""\n❌ BASIC HEALTH FAILED - Fix these first!"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",177,"console.log(""\n============================================================"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",178,"console.log(""✅ ✅ ✅ SYSTEM IS WORKING - DO NOT MODIFY! ✅ ✅ ✅"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",179,"console.log(""📌 INSTRUCTION: Move to the NEXT TASK"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",180,"console.log(""📌 DO NOT refactor working code"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",181,"console.log(""📌 DO NOT improve what's already functional"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",182,"console.log(""============================================================"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",185,"console.log(""\n📋 NEXT TASKS TO FOCUS ON:"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",186,"console.log(""1. Mobile app implementation"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",187,"console.log(""2. Missing API endpoints only"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",188,"console.log(""3. UI polish for broken pages only"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",189,"console.log(""4. Testing & documentation"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",193,"console.log(""\n⚠️ System needs specific fixes"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",194,"console.log(""Fix ONLY what failed above, nothing else!"");"
"lintErrors","Console Statement","scripts/verification-checkpoint.js",200,"console.log(`"
"lintErrors","Console Statement","scripts/test-data.js",30,"console.log('✅ Admin user created:', admin.email);"
"lintErrors","Console Statement","scripts/test-data.js",46,"console.log('✅ Test property created:', property.name);"
"lintErrors","Console Statement","scripts/test-data.js",63,"console.log('✅ Test work order created:', workOrder.workOrderNumber);"
"lintErrors","Console Statement","scripts/test-data.js",70,"console.log('\n📊 Database Status:');"
"lintErrors","Console Statement","scripts/test-data.js",71,"console.log(`- Users: ${userCount}`);"
"lintErrors","Console Statement","scripts/test-data.js",72,"console.log(`- Properties: ${propertyCount}`);"
"lintErrors","Console Statement","scripts/test-data.js",73,"console.log(`- Work Orders: ${workOrderCount}`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",32,"console.log('🚀 Initializing FIXZIT ENTERPRISE ECOSYSTEM...\n');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",44,"console.log('✅ Unified authentication successful');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",45,"console.log(`👤 Role: ${response.data.user.role} (Cross-platform access)\n`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",251,"console.log('🔍 STARTING COMPLETE FIXZIT ENTERPRISE ECOSYSTEM AUDIT');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",252,"console.log('=====================================================\n');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",297,"console.log('📊 AUDITING INTEGRATED PLATFORM ECOSYSTEM');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",298,"console.log('------------------------------------------');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",311,"console.log(`🔎 Auditing ${platformName} Platform Face...`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",331,"console.log(`  ✅ ${platformName}: ${passedModules}/${platform.modules.length} modules operational (${platformResult.completionRate}%)`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",383,"console.log('\n🌉 AUDITING CROSS-PLATFORM BRIDGES');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",384,"console.log('----------------------------------');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",390,"console.log(`  Testing ${bridge.from} → ${bridge.to} bridge...`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",395,"console.log(`    ✅ Connected (${result.latency}ms)`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",398,"console.log(`    ❌ ${result.error}`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",418,"console.log('\n👥 AUDITING UNIFIED ROLE MATRIX (14 ROLES)');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",419,"console.log('------------------------------------------');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",428,"console.log(`  ✅ ${roleConfig.role}: Cross-platform access verified`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",431,"console.log(`  ❌ ${roleConfig.role}: Issues detected`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",452,"console.log('\n⚙️ AUDITING TECHNICAL INFRASTRUCTURE');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",453,"console.log('-----------------------------------');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",469,"console.log(`  ✅ ${check.name}`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",472,"console.log(`  ❌ ${check.name}: ${error.message}`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",480,"console.log('\n💾 AUDITING UNIFIED DATABASE');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",481,"console.log('----------------------------');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",511,"console.log(`  ✅ ${collection.name}: ${count} records`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",517,"console.log(`  ❌ ${collection.name}: ${error.message}`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",536,"console.log('\n🔄 AUDITING INTEGRATED WORKFLOWS');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",537,"console.log('-------------------------------');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",567,"console.log(`  ✅ ${workflow.name}: ${workflow.steps.length} steps verified`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",573,"console.log(`  ❌ ${workflow.name}: ${error.message}`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",581,"console.log('\n📋 GENERATING UNIFIED ECOSYSTEM REPORT');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",582,"console.log('=====================================\n');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",712,"console.log('🏆 FIXZIT ENTERPRISE ECOSYSTEM HEALTH REPORT');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",713,"console.log('===========================================');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",714,"console.log(`🎯 Overall Health: ${report.health.overall}% (${report.health.status})`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",715,"console.log(`📊 Platform Integration: ${report.health.platforms}%`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",716,"console.log(`🌉 Bridge Connectivity: ${report.health.bridges}%`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",717,"console.log(`👥 Role System: ${report.health.roles}%`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",718,"console.log(`📅 Audit Duration: ${report.auditDuration}`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",720,"console.log('\n📈 PLATFORM COMPLETION:');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",721,"console.log(`   FM (Facility Management): ${report.platforms.fm.completionRate}%`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",722,"console.log(`   SOUQ (Marketplace): ${report.platforms.souq?.completionRate || 0}%`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",723,"console.log(`   AQAR (Property): ${report.platforms.aqar?.completionRate || 0}%`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",725,"console.log('\n💾 DATABASE STATUS:');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",726,"console.log(`   Total Records: ${report.database.totalRecords || 0}`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",727,"console.log(`   Using Real Data: ${report.database.usingRealData ? 'YES' : 'NO'}`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",729,"console.log('\n🔗 CROSS-PLATFORM BRIDGES:');"
"lintErrors","Console Statement","scripts/unified-audit-system.js",730,"console.log(`   Connected: ${report.bridges.connectedBridges}/${report.bridges.totalBridges}`);"
"lintErrors","Console Statement","scripts/unified-audit-system.js",733,"console.log('\n✅ KEY STRENGTHS:');"
